REFDES;COMP_VALUE;SYM_NAME;SYM_TYPE;SYM_X;SYM_Y;SYM_CENTER_X;SYM_CENTER_Y;SYM_ROTATE;SYM_MIRROR;COMPONENT_ID
C162;1pF;C_0201_0603Metric;;66.735.000;118.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;101.275.000;34.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;135.815.000;76.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;101.275.000;160.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;32.195.000;34.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;66.735.000;34.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;32.195.000;76.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;66.735.000;160.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;66.735.000;76.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;135.815.000;34.725.000;;;0.000000;YES;25983
C163;1nF;C_0201_0603Metric;;30.745.000;149.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;134.365.000;107.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;30.745.000;107.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;99.825.000;107.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;99.825.000;65.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;30.745.000;23.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;134.365.000;23.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;65.285.000;65.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;99.825.000;23.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;65.285.000;107.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;65.285.000;23.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;134.365.000;149.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;134.365.000;65.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;99.825.000;149.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;65.285.000;149.265.000;;;180.000.000;YES;26088
C163;1nF;C_0201_0603Metric;;30.745.000;65.265.000;;;180.000.000;YES;26088
C164;100nF;C_0201_0603Metric;;135.815.000;64.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;66.735.000;64.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;32.195.000;106.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;135.815.000;22.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;32.195.000;22.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;32.195.000;148.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;135.815.000;148.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;66.735.000;148.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;101.275.000;64.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;101.275.000;22.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;32.195.000;64.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;66.735.000;22.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;135.815.000;106.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;101.275.000;106.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;66.735.000;106.725.000;;;180.000.000;YES;26069
C164;100nF;C_0201_0603Metric;;101.275.000;148.725.000;;;180.000.000;YES;26069
C165;1pF;C_0201_0603Metric;;30.745.000;148.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;30.745.000;64.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;65.285.000;148.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;99.825.000;106.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;30.745.000;22.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;65.285.000;64.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;99.825.000;22.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;99.825.000;64.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;65.285.000;22.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;134.365.000;22.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;30.745.000;106.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;134.365.000;148.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;65.285.000;106.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;99.825.000;148.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;134.365.000;64.725.000;;;180.000.000;YES;25983
C165;1pF;C_0201_0603Metric;;134.365.000;106.725.000;;;180.000.000;YES;25983
C166;1nF;C_0201_0603Metric;;101.275.000;104.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;66.735.000;146.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;66.735.000;62.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;135.815.000;146.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;32.195.000;146.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;101.275.000;62.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;101.275.000;20.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;66.735.000;20.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;101.275.000;146.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;66.735.000;104.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;135.815.000;62.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;32.195.000;62.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;135.815.000;104.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;135.815.000;20.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;32.195.000;104.275.000;;;180.000.000;YES;26088
C166;1nF;C_0201_0603Metric;;32.195.000;20.275.000;;;180.000.000;YES;26088
C167;1pF;C_0201_0603Metric;;30.745.000;20.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;65.285.000;146.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;134.365.000;20.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;65.285.000;104.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;99.825.000;104.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;134.365.000;62.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;99.825.000;62.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;30.745.000;62.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;134.365.000;104.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;30.745.000;104.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;99.825.000;20.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;134.365.000;146.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;65.285.000;20.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;30.745.000;146.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;99.825.000;146.275.000;;;180.000.000;YES;25983
C167;1pF;C_0201_0603Metric;;65.285.000;62.275.000;;;180.000.000;YES;25983
C168;1nF;C_0201_0603Metric;;121.565.000;19.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;17.945.000;145.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;52.485.000;103.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;52.485.000;61.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;52.485.000;19.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;17.945.000;61.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;87.025.000;19.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;17.945.000;103.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;52.485.000;145.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;121.565.000;61.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;121.565.000;145.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;87.025.000;145.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;87.025.000;103.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;17.945.000;19.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;87.025.000;61.035.000;;;180.000.000;YES;26088
C168;1nF;C_0201_0603Metric;;121.565.000;103.035.000;;;180.000.000;YES;26088
C169;100nF;C_0201_0603Metric;;88.475.000;18.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;19.395.000;60.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;19.395.000;18.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;19.395.000;102.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;19.395.000;144.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;53.935.000;102.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;53.935.000;18.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;123.015.000;60.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;53.935.000;60.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;123.015.000;18.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;123.015.000;144.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;88.475.000;144.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;53.935.000;144.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;88.475.000;60.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;88.475.000;102.495.000;;;180.000.000;YES;26069
C169;100nF;C_0201_0603Metric;;123.015.000;102.495.000;;;180.000.000;YES;26069
C170;1pF;C_0201_0603Metric;;87.025.000;144.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;52.485.000;144.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;52.485.000;102.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;17.945.000;102.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;52.485.000;60.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;17.945.000;18.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;17.945.000;60.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;87.025.000;18.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;87.025.000;102.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;121.565.000;102.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;17.945.000;144.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;121.565.000;60.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;87.025.000;60.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;52.485.000;18.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;121.565.000;144.495.000;;;180.000.000;YES;25983
C170;1pF;C_0201_0603Metric;;121.565.000;18.495.000;;;180.000.000;YES;25983
C171;1nF;C_0201_0603Metric;;19.395.000;142.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;123.015.000;100.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;53.935.000;100.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;88.475.000;100.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;88.475.000;58.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;53.935.000;142.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;88.475.000;142.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;19.395.000;100.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;88.475.000;16.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;19.395.000;16.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;123.015.000;58.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;123.015.000;16.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;53.935.000;58.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;19.395.000;58.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;123.015.000;142.045.000;;;180.000.000;YES;26088
C171;1nF;C_0201_0603Metric;;53.935.000;16.045.000;;;180.000.000;YES;26088
C172;1pF;C_0201_0603Metric;;121.565.000;58.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;17.945.000;58.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;121.565.000;16.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;52.485.000;16.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;52.485.000;142.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;87.025.000;142.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;121.565.000;100.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;87.025.000;100.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;87.025.000;58.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;17.945.000;142.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;17.945.000;16.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;87.025.000;16.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;52.485.000;58.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;17.945.000;100.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;121.565.000;142.045.000;;;180.000.000;YES;25983
C172;1pF;C_0201_0603Metric;;52.485.000;100.045.000;;;180.000.000;YES;25983
C173;1nF;C_0201_0603Metric;;58.885.000;23.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;93.425.000;23.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;58.885.000;149.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;93.425.000;65.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;127.965.000;23.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;58.885.000;107.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;127.965.000;149.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;93.425.000;107.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;127.965.000;65.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;24.345.000;65.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;24.345.000;149.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;93.425.000;149.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;24.345.000;23.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;58.885.000;65.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;127.965.000;107.265.000;;;180.000.000;YES;26088
C173;1nF;C_0201_0603Metric;;24.345.000;107.265.000;;;180.000.000;YES;26088
C174;100nF;C_0201_0603Metric;;129.415.000;22.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;60.335.000;106.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;60.335.000;64.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;94.875.000;148.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;129.415.000;106.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;60.335.000;148.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;94.875.000;64.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;60.335.000;22.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;94.875.000;106.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;25.795.000;64.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;25.795.000;148.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;129.415.000;148.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;25.795.000;106.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;94.875.000;22.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;25.795.000;22.725.000;;;180.000.000;YES;26069
C174;100nF;C_0201_0603Metric;;129.415.000;64.725.000;;;180.000.000;YES;26069
C175;1pF;C_0201_0603Metric;;93.425.000;148.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;127.965.000;22.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;58.885.000;106.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;58.885.000;148.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;24.345.000;22.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;93.425.000;64.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;58.885.000;22.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;58.885.000;64.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;24.345.000;106.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;127.965.000;64.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;24.345.000;148.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;127.965.000;148.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;127.965.000;106.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;24.345.000;64.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;93.425.000;22.725.000;;;180.000.000;YES;25983
C175;1pF;C_0201_0603Metric;;93.425.000;106.725.000;;;180.000.000;YES;25983
C176;1nF;C_0201_0603Metric;;94.875.000;20.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;25.795.000;104.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;129.415.000;104.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;129.415.000;146.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;129.415.000;20.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;94.875.000;62.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;129.415.000;62.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;60.335.000;146.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;60.335.000;104.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;60.335.000;62.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;25.795.000;20.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;94.875.000;104.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;60.335.000;20.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;25.795.000;146.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;94.875.000;146.275.000;;;180.000.000;YES;26088
C176;1nF;C_0201_0603Metric;;25.795.000;62.275.000;;;180.000.000;YES;26088
C177;1pF;C_0201_0603Metric;;24.345.000;104.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;24.345.000;146.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;24.345.000;62.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;58.885.000;20.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;58.885.000;146.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;24.345.000;20.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;93.425.000;62.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;127.965.000;104.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;127.965.000;20.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;58.885.000;104.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;93.425.000;146.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;127.965.000;146.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;58.885.000;62.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;93.425.000;104.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;127.965.000;62.275.000;;;180.000.000;YES;25983
C177;1pF;C_0201_0603Metric;;93.425.000;20.275.000;;;180.000.000;YES;25983
C178;1nF;C_0201_0603Metric;;135.815.000;119.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;66.735.000;161.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;101.275.000;119.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;32.195.000;161.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;101.275.000;35.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;135.815.000;161.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;101.275.000;161.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;32.195.000;119.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;66.735.000;35.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;66.735.000;77.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;135.815.000;77.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;32.195.000;77.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;135.815.000;35.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;101.275.000;77.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;66.735.000;119.965.000;;;0.000000;YES;26088
C178;1nF;C_0201_0603Metric;;32.195.000;35.965.000;;;0.000000;YES;26088
C179;100nF;C_0201_0603Metric;;65.285.000;36.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;30.745.000;36.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;30.745.000;162.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;65.285.000;162.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;99.825.000;120.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;134.365.000;36.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;30.745.000;78.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;134.365.000;78.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;134.365.000;162.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;99.825.000;162.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;30.745.000;120.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;65.285.000;120.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;65.285.000;78.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;99.825.000;78.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;134.365.000;120.505.000;;;0.000000;YES;26069
C179;100nF;C_0201_0603Metric;;99.825.000;36.505.000;;;0.000000;YES;26069
C180;1pF;C_0201_0603Metric;;135.815.000;36.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;66.735.000;120.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;32.195.000;162.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;101.275.000;36.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;32.195.000;120.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;101.275.000;162.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;101.275.000;78.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;66.735.000;78.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;135.815.000;78.505.000;;;0.000000;YES;25983
C180;1pF;C_0201_0603Metric;;32.195.000;78.505.000;;;0.000000;YES;25983
