REFDES;COMP_VALUE;SYM_NAME;SYM_TYPE;SYM_X;SYM_Y;SYM_CENTER_X;SYM_CENTER_Y;SYM_ROTATE;SYM_MIRROR;COMPONENT_ID
U63;BGA2803;SOT-363_SC-70-6_BGA2803;;72.410.000;37.730.000;;;0.000000;YES;25584
U63;BGA2803;SOT-363_SC-70-6_BGA2803;;72.410.000;79.730.000;;;0.000000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;144.690.000;59.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;110.150.000;101.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;41.070.000;17.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;110.150.000;59.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;41.070.000;59.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;144.690.000;143.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;75.610.000;59.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;75.610.000;101.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;144.690.000;17.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;41.070.000;101.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;41.070.000;143.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;110.150.000;17.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;110.150.000;143.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;75.610.000;17.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;75.610.000;143.270.000;;;180.000.000;YES;25584
U64;BGA2803;SOT-363_SC-70-6_BGA2803;;144.690.000;101.270.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;28.270.000;21.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;131.890.000;105.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;28.270.000;105.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;62.810.000;147.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;62.810.000;21.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;62.810.000;105.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;97.350.000;21.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;131.890.000;21.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;62.810.000;63.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;97.350.000;105.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;131.890.000;147.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;97.350.000;63.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;131.890.000;63.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;28.270.000;147.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;97.350.000;147.500.000;;;180.000.000;YES;25584
U65;BGA2803;SOT-363_SC-70-6_BGA2803;;28.270.000;63.500.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;69.210.000;101.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;103.750.000;101.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;138.290.000;143.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;103.750.000;17.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;103.750.000;59.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;69.210.000;143.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;34.670.000;59.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;34.670.000;143.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;34.670.000;17.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;69.210.000;17.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;138.290.000;59.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;103.750.000;143.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;138.290.000;101.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;69.210.000;59.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;138.290.000;17.270.000;;;180.000.000;YES;25584
U66;BGA2803;SOT-363_SC-70-6_BGA2803;;34.670.000;101.270.000;;;180.000.000;YES;25584
C1;10nF/100V;C_0603_1608Metric;;43.557.100;23.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;43.557.100;107.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;78.097.100;149.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;78.097.100;107.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;112.637.100;149.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;112.637.100;65.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;147.177.100;23.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;78.097.100;65.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;147.177.100;149.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;147.177.100;65.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;43.557.100;149.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;147.177.100;107.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;43.557.100;65.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;112.637.100;107.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;78.097.100;23.337.900;;;270.000.000;NO;
C1;10nF/100V;C_0603_1608Metric;;112.637.100;23.337.900;;;270.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;12.987.100;33.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;12.987.100;159.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;82.067.100;159.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;47.527.100;117.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;47.527.100;159.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;82.067.100;117.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;47.527.100;33.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;82.067.100;75.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;12.987.100;75.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;116.607.100;117.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;116.607.100;75.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;116.607.100;33.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;116.607.100;159.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;12.987.100;117.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;82.067.100;33.070.000;;;90.000.000;NO;
C2;10nF/100V;C_0603_1608Metric;;47.527.100;75.070.000;;;90.000.000;NO;
C3;1nF;C_0201_0603Metric;;49.285.000;115.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;14.745.000;31.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;118.365.000;157.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;83.825.000;115.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;49.285.000;157.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;49.285.000;31.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;118.365.000;73.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;14.745.000;157.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;14.745.000;73.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;83.825.000;73.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;83.825.000;157.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;49.285.000;73.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;14.745.000;115.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;83.825.000;31.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;118.365.000;115.912.900;;;180.000.000;NO;26088
C3;1nF;C_0201_0603Metric;;118.365.000;31.912.900;;;180.000.000;NO;26088
C4;100nF;C_0201_0603Metric;;119.815.000;74.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;85.275.000;116.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;16.195.000;32.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;85.275.000;74.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;16.195.000;158.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;119.815.000;158.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;85.275.000;32.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;50.735.000;116.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;85.275.000;158.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;119.815.000;116.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;16.195.000;74.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;16.195.000;116.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;50.735.000;32.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;119.815.000;32.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;50.735.000;158.452.900;;;180.000.000;NO;26069
C4;100nF;C_0201_0603Metric;;50.735.000;74.452.900;;;180.000.000;NO;26069
C5;1pF;C_0201_0603Metric;;49.285.000;32.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;118.365.000;32.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;83.825.000;32.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;83.825.000;116.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;49.285.000;158.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;83.825.000;158.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;118.365.000;158.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;49.285.000;74.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;14.745.000;74.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;14.745.000;116.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;83.825.000;74.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;49.285.000;116.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;14.745.000;32.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;118.365.000;74.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;14.745.000;158.452.900;;;180.000.000;NO;25983
C5;1pF;C_0201_0603Metric;;118.365.000;116.452.900;;;180.000.000;NO;25983
C6;1nF;C_0201_0603Metric;;16.195.000;76.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;50.735.000;118.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;85.275.000;118.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;119.815.000;160.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;85.275.000;160.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;85.275.000;34.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;16.195.000;160.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;50.735.000;160.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;16.195.000;34.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;119.815.000;76.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;16.195.000;118.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;50.735.000;34.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;50.735.000;76.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;119.815.000;34.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;85.275.000;76.902.900;;;180.000.000;NO;26088
C6;1nF;C_0201_0603Metric;;119.815.000;118.902.900;;;180.000.000;NO;26088
C7;1pF;C_0201_0603Metric;;83.825.000;76.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;49.285.000;34.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;14.745.000;118.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;83.825.000;160.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;14.745.000;160.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;49.285.000;118.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;14.745.000;76.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;118.365.000;160.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;49.285.000;160.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;118.365.000;76.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;118.365.000;118.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;49.285.000;76.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;83.825.000;118.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;83.825.000;34.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;14.745.000;34.902.900;;;180.000.000;NO;25983
C7;1pF;C_0201_0603Metric;;118.365.000;34.902.900;;;180.000.000;NO;25983
C8;1nF;C_0201_0603Metric;;90.225.000;115.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;55.685.000;157.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;124.765.000;115.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;55.685.000;31.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;55.685.000;115.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;124.765.000;31.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;21.145.000;73.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;90.225.000;157.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;21.145.000;31.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;55.685.000;73.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;124.765.000;157.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;124.765.000;73.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;90.225.000;31.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;21.145.000;115.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;21.145.000;157.912.900;;;180.000.000;NO;26088
C8;1nF;C_0201_0603Metric;;90.225.000;73.912.900;;;180.000.000;NO;26088
C9;100nF;C_0201_0603Metric;;91.675.000;74.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;91.675.000;32.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;22.595.000;116.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;57.135.000;32.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;22.595.000;32.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;126.215.000;32.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;57.135.000;116.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;22.595.000;158.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;91.675.000;116.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;126.215.000;74.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;22.595.000;74.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;126.215.000;158.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;57.135.000;158.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;57.135.000;74.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;91.675.000;158.452.900;;;180.000.000;NO;26069
C9;100nF;C_0201_0603Metric;;126.215.000;116.452.900;;;180.000.000;NO;26069
C10;1pF;C_0201_0603Metric;;21.145.000;158.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;124.765.000;74.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;55.685.000;32.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;90.225.000;32.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;124.765.000;158.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;124.765.000;32.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;21.145.000;74.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;21.145.000;32.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;55.685.000;158.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;90.225.000;74.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;55.685.000;116.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;55.685.000;74.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;90.225.000;158.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;124.765.000;116.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;90.225.000;116.452.900;;;180.000.000;NO;25983
C10;1pF;C_0201_0603Metric;;21.145.000;116.452.900;;;180.000.000;NO;25983
C11;1nF;C_0201_0603Metric;;126.215.000;118.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;57.135.000;118.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;57.135.000;160.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;126.215.000;160.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;91.675.000;118.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;22.595.000;118.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;91.675.000;34.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;57.135.000;76.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;22.595.000;76.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;91.675.000;76.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;91.675.000;160.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;126.215.000;34.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;57.135.000;34.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;126.215.000;76.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;22.595.000;160.902.900;;;180.000.000;NO;26088
C11;1nF;C_0201_0603Metric;;22.595.000;34.902.900;;;180.000.000;NO;26088
C12;1pF;C_0201_0603Metric;;55.685.000;118.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;21.145.000;34.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;55.685.000;76.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;90.225.000;118.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;124.765.000;118.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;124.765.000;76.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;55.685.000;160.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;90.225.000;34.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;21.145.000;160.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;124.765.000;34.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;90.225.000;76.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;124.765.000;160.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;90.225.000;160.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;21.145.000;118.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;21.145.000;76.902.900;;;180.000.000;NO;25983
C12;1pF;C_0201_0603Metric;;55.685.000;34.902.900;;;180.000.000;NO;25983
C13;1nF;C_0201_0603Metric;;127.965.000;157.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;58.885.000;157.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;127.965.000;31.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;24.345.000;157.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;24.345.000;73.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;24.345.000;31.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;24.345.000;115.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;93.425.000;115.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;93.425.000;73.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;58.885.000;73.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;93.425.000;157.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;127.965.000;115.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;58.885.000;31.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;93.425.000;31.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;127.965.000;73.912.900;;;180.000.000;NO;26088
C13;1nF;C_0201_0603Metric;;58.885.000;115.912.900;;;180.000.000;NO;26088
C14;100nF;C_0201_0603Metric;;129.415.000;116.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;60.335.000;116.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;129.415.000;74.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;60.335.000;32.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;25.795.000;116.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;94.875.000;116.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;60.335.000;74.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;129.415.000;158.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;94.875.000;32.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;60.335.000;158.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;25.795.000;158.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;129.415.000;32.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;94.875.000;158.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;25.795.000;32.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;94.875.000;74.452.900;;;180.000.000;NO;26069
C14;100nF;C_0201_0603Metric;;25.795.000;74.452.900;;;180.000.000;NO;26069
C15;1pF;C_0201_0603Metric;;24.345.000;32.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;93.425.000;74.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;58.885.000;158.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;127.965.000;32.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;127.965.000;116.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;93.425.000;32.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;24.345.000;116.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;93.425.000;116.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;58.885.000;32.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;58.885.000;74.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;24.345.000;158.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;93.425.000;158.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;127.965.000;158.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;24.345.000;74.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;58.885.000;116.452.900;;;180.000.000;NO;25983
C15;1pF;C_0201_0603Metric;;127.965.000;74.452.900;;;180.000.000;NO;25983
C16;1nF;C_0201_0603Metric;;94.875.000;76.902.900;;;180.000.000;NO;26088
C16;1nF;C_0201_0603Metric;;60.335.000;76.902.900;;;180.000.000;NO;26088
C16;1nF;C_0201_0603Metric;;60.335.000;34.902.900;;;180.000.000;NO;26088
C16;1nF;C_0201_0603Metric;;25.795.000;160.902.900;;;180.000.000;NO;26088
C16;1nF;C_0201_0603Metric;;129.415.000;118.902.900;;;180.000.000;NO;26088
C16;1nF;C_0201_0603Metric;;94.875.000;160.902.900;;;180.000.000;NO;26088
C16;1nF;C_0201_0603Metric;;129.415.000;34.902.900;;;180.000.000;NO;26088
